,Month,station,correlation,soil,resample list,depth
126,5,2180:AL:SCAN,0.2408517488885108,A,1w,SMS-4.0in
127,5,2180:AL:SCAN,0.12363186629986112,A,1w,SMS-8.0in
128,5,2180:AL:SCAN,0.02157524952704639,A,1w,SMS-20.0in
129,5,2180:AL:SCAN,-0.07662475639459869,C,1w,SMS-40.0in
130,5,2114:AL:SCAN,0.6047225530052638,B,1w,SMS-2.0in
131,5,2114:AL:SCAN,0.42409153120963083,D,1w,SMS-4.0in
132,5,2114:AL:SCAN,0.22845779236373678,D,1w,SMS-8.0in
133,5,2114:AL:SCAN,0.5328903488003959,D,1w,SMS-20.0in
134,5,2114:AL:SCAN,0.4655348197838971,D,1w,SMS-40.0in
135,5,2178:AL:SCAN,-0.052737014910408546,A,1w,SMS-2.0in
136,5,2178:AL:SCAN,-0.04585074218805789,A,1w,SMS-4.0in
137,5,2178:AL:SCAN,0.2563231454230421,A,1w,SMS-8.0in
138,5,2178:AL:SCAN,0.05581551620296803,A,1w,SMS-20.0in
139,5,2178:AL:SCAN,0.01698769044082366,B,1w,SMS-40.0in
140,5,2181:AL:SCAN,0.5556407097981535,A,1w,SMS-2.0in
141,5,2181:AL:SCAN,0.6957251353634526,A,1w,SMS-4.0in
142,5,2181:AL:SCAN,0.49156758966832614,A,1w,SMS-8.0in
143,5,2181:AL:SCAN,0.3481832748027528,A,1w,SMS-20.0in
144,5,2181:AL:SCAN,0.3977753903675806,C,1w,SMS-40.0in
145,5,2182:AL:SCAN,0.27500509163635256,A,1w,SMS-2.0in
146,5,2182:AL:SCAN,0.4458346011917089,A,1w,SMS-4.0in
147,5,2182:AL:SCAN,0.3751087430744362,A,1w,SMS-8.0in
148,5,2182:AL:SCAN,0.16276999471338185,A,1w,SMS-20.0in
149,5,2182:AL:SCAN,0.022561392028799067,A,1w,SMS-40.0in
150,5,2176:AL:SCAN,0.21716691142749903,A,1w,SMS-2.0in
151,5,2176:AL:SCAN,0.20077846660144688,A,1w,SMS-4.0in
152,5,2176:AL:SCAN,0.2390534718538565,A,1w,SMS-8.0in
153,5,2176:AL:SCAN,0.19849343065088462,A,1w,SMS-20.0in
154,5,2176:AL:SCAN,0.03247890933664603,A,1w,SMS-40.0in
155,5,2056:AL:SCAN,0.3108928383787497,B,1w,SMS-2.0in
156,5,2056:AL:SCAN,0.12547310373752216,B,1w,SMS-4.0in
157,5,2056:AL:SCAN,0.26792615781767065,D,1w,SMS-8.0in
158,5,2056:AL:SCAN,0.20425860240168853,D,1w,SMS-20.0in
159,5,2056:AL:SCAN,0.08484183534969011,D,1w,SMS-40.0in
160,5,2179:AL:SCAN,0.010837753104629403,A,1w,SMS-2.0in
161,5,2179:AL:SCAN,0.03861336642004473,A,1w,SMS-4.0in
162,5,2179:AL:SCAN,-0.0694466280120267,A,1w,SMS-8.0in
163,5,2179:AL:SCAN,-0.1323087896459987,A,1w,SMS-20.0in
164,5,2179:AL:SCAN,-0.16085677828235465,,1w,SMS-40.0in
165,5,2115:AL:SCAN,0.55689184344714,A,1w,SMS-2.0in
166,5,2115:AL:SCAN,0.5689996532267336,A,1w,SMS-4.0in
167,5,2115:AL:SCAN,0.46718988330778205,A,1w,SMS-8.0in
168,5,2115:AL:SCAN,0.45015921607856857,C,1w,SMS-20.0in
169,5,2115:AL:SCAN,0.3680990599410177,D,1w,SMS-40.0in
170,5,2175:AL:SCAN,0.4339398434076146,B,1w,SMS-2.0in
171,5,2175:AL:SCAN,0.3969860663687313,B,1w,SMS-4.0in
172,5,2175:AL:SCAN,0.6540690945878981,B,1w,SMS-8.0in
173,5,2175:AL:SCAN,0.16278476799243613,B,1w,SMS-20.0in
174,5,2175:AL:SCAN,0.4193100738050117,D,1w,SMS-40.0in
175,5,2053:AL:SCAN,0.3440974986490505,D,1w,SMS-2.0in
176,5,2053:AL:SCAN,0.5461966348470196,B,1w,SMS-4.0in
177,5,2053:AL:SCAN,0.4124794284194155,B,1w,SMS-8.0in
178,5,2053:AL:SCAN,0.32941747569366076,D,1w,SMS-20.0in
179,5,2053:AL:SCAN,0.3760595262716284,D,1w,SMS-40.0in
180,6,2057:AL:SCAN,0.35060894227459166,D,1w,SMS-2.0in
181,6,2057:AL:SCAN,0.16924131784174454,D,1w,SMS-4.0in
182,6,2057:AL:SCAN,0.15203912071278378,D,1w,SMS-8.0in
183,6,2057:AL:SCAN,0.0728894245898262,D,1w,SMS-20.0in
184,6,2057:AL:SCAN,0.07977436023702036,D,1w,SMS-40.0in
185,6,2078:AL:SCAN,0.12882951440752424,D,1w,SMS-2.0in
186,6,2078:AL:SCAN,-0.029847492203185,B,1w,SMS-4.0in
187,6,2078:AL:SCAN,0.1880991320893587,D,1w,SMS-8.0in
188,6,2078:AL:SCAN,0.30242488007437324,D,1w,SMS-20.0in
189,6,2078:AL:SCAN,0.007174917669404316,D,1w,SMS-40.0in
190,6,2177:AL:SCAN,0.47575268687292116,D,1w,SMS-2.0in
191,6,2177:AL:SCAN,0.4332631257971361,D,1w,SMS-4.0in
192,6,2177:AL:SCAN,0.34600681771586583,D,1w,SMS-8.0in
193,6,2177:AL:SCAN,0.28154843220208065,D,1w,SMS-20.0in
194,6,2177:AL:SCAN,0.8493714357445271,D,1w,SMS-40.0in
195,6,2113:AL:SCAN,0.3642010760218341,A,1w,SMS-2.0in
196,6,2113:AL:SCAN,0.1661182182754998,A,1w,SMS-4.0in
197,6,2113:AL:SCAN,0.3664795967308206,A,1w,SMS-8.0in
198,6,2113:AL:SCAN,0.4645351250651753,B,1w,SMS-20.0in
199,6,2113:AL:SCAN,-0.13060433854783843,B,1w,SMS-40.0in
200,6,2174:AL:SCAN,0.027832547457404908,D,1w,SMS-2.0in
201,6,2174:AL:SCAN,0.016810383501699305,D,1w,SMS-4.0in
202,6,2174:AL:SCAN,0.05669378034461,D,1w,SMS-8.0in
203,6,2174:AL:SCAN,0.4270507762027105,D,1w,SMS-20.0in
204,6,2174:AL:SCAN,0.050679581577956836,D,1w,SMS-40.0in
205,6,2055:AL:SCAN,0.4249731391738121,B,1w,SMS-2.0in
206,6,2055:AL:SCAN,0.38939822351875747,B,1w,SMS-4.0in
207,6,2055:AL:SCAN,0.36946678992695875,B,1w,SMS-8.0in
208,6,2055:AL:SCAN,0.2953044589159294,D,1w,SMS-20.0in
209,6,2055:AL:SCAN,0.05219987500161835,D,1w,SMS-40.0in
210,6,2173:AL:SCAN,-0.1268866935276647,B,1w,SMS-2.0in
211,6,2173:AL:SCAN,0.09940405087939448,B,1w,SMS-4.0in
212,6,2173:AL:SCAN,-0.1629946313387794,D,1w,SMS-8.0in
213,6,2173:AL:SCAN,-0.0971023952860864,D,1w,SMS-20.0in
214,6,2173:AL:SCAN,-0.09177023524211703,D,1w,SMS-40.0in
215,6,2180:AL:SCAN,-0.07280483336865376,A,1w,SMS-2.0in
216,6,2180:AL:SCAN,0.197193689821355,A,1w,SMS-4.0in
217,6,2180:AL:SCAN,-0.3015924562476536,A,1w,SMS-8.0in
218,6,2180:AL:SCAN,-0.37245309752570455,A,1w,SMS-20.0in
219,6,2180:AL:SCAN,-0.5040606357357207,C,1w,SMS-40.0in
220,6,2114:AL:SCAN,0.33939852102259305,B,1w,SMS-2.0in
221,6,2114:AL:SCAN,0.3127364047088301,D,1w,SMS-4.0in
222,6,2114:AL:SCAN,0.2788206446491843,D,1w,SMS-8.0in
223,6,2114:AL:SCAN,0.5693733510635592,D,1w,SMS-20.0in
224,6,2114:AL:SCAN,0.3285384358500814,D,1w,SMS-40.0in
225,6,2178:AL:SCAN,-0.1388599502931772,A,1w,SMS-2.0in
226,6,2178:AL:SCAN,-0.16311555098467734,A,1w,SMS-4.0in
227,6,2178:AL:SCAN,-0.011668665530367129,A,1w,SMS-8.0in
228,6,2178:AL:SCAN,-0.14398665194586038,A,1w,SMS-20.0in
229,6,2178:AL:SCAN,-0.0374545827413502,B,1w,SMS-40.0in
230,6,2181:AL:SCAN,0.3473184584641713,A,1w,SMS-2.0in
231,6,2181:AL:SCAN,0.6108838045288622,A,1w,SMS-4.0in
232,6,2181:AL:SCAN,0.260325197464035,A,1w,SMS-8.0in
233,6,2181:AL:SCAN,0.34588325641602885,A,1w,SMS-20.0in
234,6,2181:AL:SCAN,0.18507236415896727,C,1w,SMS-40.0in
235,6,2182:AL:SCAN,0.35863829324072066,A,1w,SMS-2.0in
236,6,2182:AL:SCAN,-0.004327645908644921,A,1w,SMS-4.0in
237,6,2182:AL:SCAN,0.3140734369400308,A,1w,SMS-8.0in
238,6,2182:AL:SCAN,0.2553321313648987,A,1w,SMS-20.0in
239,6,2182:AL:SCAN,0.2369312222447687,A,1w,SMS-40.0in
240,6,2176:AL:SCAN,0.28973330004123254,A,1w,SMS-2.0in
241,6,2176:AL:SCAN,0.13415687423957903,A,1w,SMS-4.0in
242,6,2176:AL:SCAN,0.2561100445614485,A,1w,SMS-8.0in
243,6,2176:AL:SCAN,0.12254392963822425,A,1w,SMS-20.0in
244,6,2176:AL:SCAN,0.1354575067946801,A,1w,SMS-40.0in
245,6,2056:AL:SCAN,0.13265038766454462,B,1w,SMS-2.0in
246,6,2056:AL:SCAN,0.16561359026961056,B,1w,SMS-4.0in
247,6,2056:AL:SCAN,0.14463281719227777,D,1w,SMS-8.0in
248,6,2056:AL:SCAN,0.32112004084564005,D,1w,SMS-20.0in
249,6,2056:AL:SCAN,0.24377870514375646,D,1w,SMS-40.0in
250,6,2179:AL:SCAN,0.08891637016802453,A,1w,SMS-2.0in
251,6,2179:AL:SCAN,0.24957599688105894,A,1w,SMS-4.0in
252,6,2179:AL:SCAN,0.1289135583061903,A,1w,SMS-8.0in
253,6,2179:AL:SCAN,0.07988560298322696,A,1w,SMS-20.0in
254,6,2179:AL:SCAN,0.09355303331464894,,1w,SMS-40.0in
255,6,2115:AL:SCAN,0.269106252891883,A,1w,SMS-2.0in
256,6,2115:AL:SCAN,0.2772270035274372,A,1w,SMS-4.0in
257,6,2115:AL:SCAN,0.09501819976453718,A,1w,SMS-8.0in
258,6,2115:AL:SCAN,0.0509844145688139,C,1w,SMS-20.0in
259,6,2115:AL:SCAN,0.2912900467338082,D,1w,SMS-40.0in
260,6,2175:AL:SCAN,-0.3267606052603419,B,1w,SMS-2.0in
261,6,2175:AL:SCAN,-0.22415301600919027,B,1w,SMS-4.0in
262,6,2175:AL:SCAN,-0.20429140872292295,B,1w,SMS-8.0in
263,6,2175:AL:SCAN,0.1499979134667102,B,1w,SMS-20.0in
264,6,2175:AL:SCAN,0.2040041630893239,D,1w,SMS-40.0in
265,6,2053:AL:SCAN,0.2500471446873354,D,1w,SMS-2.0in
266,6,2053:AL:SCAN,0.4434744124219376,B,1w,SMS-4.0in
267,6,2053:AL:SCAN,0.34729002321397023,B,1w,SMS-8.0in
268,6,2053:AL:SCAN,0.3836492734579739,D,1w,SMS-20.0in
269,6,2053:AL:SCAN,0.3893938441078967,D,1w,SMS-40.0in
270,7,2057:AL:SCAN,0.2301473884048434,D,1w,SMS-2.0in
271,7,2057:AL:SCAN,0.12064810664217838,D,1w,SMS-4.0in
272,7,2057:AL:SCAN,0.16147470976848352,D,1w,SMS-8.0in
273,7,2057:AL:SCAN,0.1494931909076058,D,1w,SMS-20.0in
274,7,2057:AL:SCAN,0.1865459747572257,D,1w,SMS-40.0in
275,7,2078:AL:SCAN,0.46845102379665254,D,1w,SMS-2.0in
276,7,2078:AL:SCAN,0.054321441330711005,B,1w,SMS-4.0in
277,7,2078:AL:SCAN,0.27652294002364464,D,1w,SMS-8.0in
278,7,2078:AL:SCAN,0.03560358692179136,D,1w,SMS-20.0in
279,7,2078:AL:SCAN,0.36105579592896164,D,1w,SMS-40.0in
280,7,2177:AL:SCAN,0.11250698153550832,D,1w,SMS-2.0in
281,7,2177:AL:SCAN,0.22825503559697793,D,1w,SMS-4.0in
282,7,2177:AL:SCAN,-0.038907417112255024,D,1w,SMS-8.0in
283,7,2177:AL:SCAN,-0.14686283956452864,D,1w,SMS-20.0in
284,7,2177:AL:SCAN,0.42292527974154237,D,1w,SMS-40.0in
285,7,2113:AL:SCAN,0.2711125307108765,A,1w,SMS-2.0in
286,7,2113:AL:SCAN,0.24748678518771086,A,1w,SMS-4.0in
287,7,2113:AL:SCAN,0.056986097965881694,A,1w,SMS-8.0in
288,7,2113:AL:SCAN,-0.014781667367210307,B,1w,SMS-20.0in
289,7,2113:AL:SCAN,0.10476502898987747,B,1w,SMS-40.0in
290,7,2174:AL:SCAN,-0.08447321835543639,D,1w,SMS-2.0in
291,7,2174:AL:SCAN,-0.16845724812631369,D,1w,SMS-4.0in
292,7,2174:AL:SCAN,-0.09151559293443488,D,1w,SMS-8.0in
293,7,2174:AL:SCAN,-0.06013833407308261,D,1w,SMS-20.0in
294,7,2174:AL:SCAN,-0.03408734247324142,D,1w,SMS-40.0in
295,7,2055:AL:SCAN,0.6474180958929737,B,1w,SMS-2.0in
296,7,2055:AL:SCAN,0.6240153472554096,B,1w,SMS-4.0in
297,7,2055:AL:SCAN,0.4867944095434576,B,1w,SMS-8.0in
298,7,2055:AL:SCAN,0.36485163133977333,D,1w,SMS-20.0in
299,7,2055:AL:SCAN,0.4266244879259656,D,1w,SMS-40.0in
300,7,2173:AL:SCAN,-0.026397559040082393,B,1w,SMS-2.0in
301,7,2173:AL:SCAN,0.139726814347341,B,1w,SMS-4.0in
302,7,2173:AL:SCAN,0.09427949794623214,D,1w,SMS-8.0in
303,7,2173:AL:SCAN,-0.021763224619609747,D,1w,SMS-20.0in
304,7,2173:AL:SCAN,-0.04915454830028488,D,1w,SMS-40.0in
305,7,2180:AL:SCAN,0.35398922855012177,A,1w,SMS-2.0in
306,7,2180:AL:SCAN,0.13509485068810656,A,1w,SMS-4.0in
307,7,2180:AL:SCAN,0.5850364828094979,A,1w,SMS-8.0in
308,7,2180:AL:SCAN,0.27532502553886,A,1w,SMS-20.0in
309,7,2180:AL:SCAN,-0.08998705379520393,C,1w,SMS-40.0in
310,7,2114:AL:SCAN,0.40998991547628794,B,1w,SMS-2.0in
311,7,2114:AL:SCAN,0.4273089916306554,D,1w,SMS-4.0in
312,7,2114:AL:SCAN,0.33467317852870154,D,1w,SMS-8.0in
313,7,2114:AL:SCAN,0.3047774594506536,D,1w,SMS-20.0in
314,7,2114:AL:SCAN,0.46015766710021805,D,1w,SMS-40.0in
315,7,2178:AL:SCAN,0.16668639455128595,A,1w,SMS-2.0in
316,7,2178:AL:SCAN,0.1484915958166725,A,1w,SMS-4.0in
317,7,2178:AL:SCAN,0.18164230374659662,A,1w,SMS-8.0in
318,7,2178:AL:SCAN,0.08145012423861515,A,1w,SMS-20.0in
319,7,2178:AL:SCAN,0.22329331187143936,B,1w,SMS-40.0in
320,7,2181:AL:SCAN,0.3228403495856799,A,1w,SMS-2.0in
321,7,2181:AL:SCAN,0.4371521373745309,A,1w,SMS-4.0in
322,7,2181:AL:SCAN,0.1438164204188936,A,1w,SMS-8.0in
323,7,2181:AL:SCAN,0.23439268950799835,A,1w,SMS-20.0in
324,7,2181:AL:SCAN,0.051471723517220666,C,1w,SMS-40.0in
325,7,2182:AL:SCAN,0.4356127025305524,A,1w,SMS-2.0in
326,7,2182:AL:SCAN,0.5758615876562869,A,1w,SMS-4.0in
327,7,2182:AL:SCAN,0.4896890297341154,A,1w,SMS-8.0in
328,7,2182:AL:SCAN,0.3839355580206776,A,1w,SMS-20.0in
329,7,2182:AL:SCAN,0.38303865968682427,A,1w,SMS-40.0in
330,7,2176:AL:SCAN,0.10799222371245816,A,1w,SMS-2.0in
331,7,2176:AL:SCAN,0.3437070450423125,A,1w,SMS-4.0in
332,7,2176:AL:SCAN,0.18723693744599837,A,1w,SMS-8.0in
333,7,2176:AL:SCAN,-0.04107537341022865,A,1w,SMS-20.0in
334,7,2176:AL:SCAN,0.025769323963586135,A,1w,SMS-40.0in
335,7,2056:AL:SCAN,0.20799675377301555,B,1w,SMS-2.0in
336,7,2056:AL:SCAN,0.21956133366671815,B,1w,SMS-4.0in
337,7,2056:AL:SCAN,0.2039436499062703,D,1w,SMS-8.0in
338,7,2056:AL:SCAN,0.18218734739149198,D,1w,SMS-20.0in
339,7,2056:AL:SCAN,0.21039458187205393,D,1w,SMS-40.0in
340,7,2179:AL:SCAN,0.13059924756073465,A,1w,SMS-2.0in
341,7,2179:AL:SCAN,0.17065664683266296,A,1w,SMS-4.0in
342,7,2179:AL:SCAN,0.1136760344364133,A,1w,SMS-8.0in
343,7,2179:AL:SCAN,0.0676528935559882,A,1w,SMS-20.0in
344,7,2179:AL:SCAN,0.1918412541102527,,1w,SMS-40.0in
345,7,2115:AL:SCAN,0.43888213376859214,A,1w,SMS-2.0in
346,7,2115:AL:SCAN,0.22235015844865755,A,1w,SMS-4.0in
347,7,2115:AL:SCAN,0.22584255371970546,A,1w,SMS-8.0in
348,7,2115:AL:SCAN,0.37350822929171723,C,1w,SMS-20.0in
349,7,2115:AL:SCAN,0.48154088531432765,D,1w,SMS-40.0in
350,7,2175:AL:SCAN,0.631515825274021,B,1w,SMS-2.0in
351,7,2175:AL:SCAN,0.5067392994425588,B,1w,SMS-4.0in
352,7,2175:AL:SCAN,0.44479057061121363,B,1w,SMS-8.0in
353,7,2175:AL:SCAN,-0.0755056039070473,B,1w,SMS-20.0in
354,7,2175:AL:SCAN,0.5979696572850213,D,1w,SMS-40.0in
355,7,2053:AL:SCAN,-0.1804981357534209,D,1w,SMS-2.0in
356,7,2053:AL:SCAN,-0.29930998769922695,B,1w,SMS-4.0in
357,7,2053:AL:SCAN,-0.1634410726379814,B,1w,SMS-8.0in
358,7,2053:AL:SCAN,-0.28210796516275144,D,1w,SMS-20.0in
359,7,2053:AL:SCAN,-0.23667849247289244,D,1w,SMS-40.0in
360,8,2057:AL:SCAN,0.2652208107084815,D,1w,SMS-2.0in
361,8,2057:AL:SCAN,0.035844227733354245,D,1w,SMS-4.0in
362,8,2057:AL:SCAN,0.02336717970790842,D,1w,SMS-8.0in
363,8,2057:AL:SCAN,-0.04149227810647856,D,1w,SMS-20.0in
364,8,2057:AL:SCAN,0.1564230506190699,D,1w,SMS-40.0in
365,8,2078:AL:SCAN,0.12889966318848303,D,1w,SMS-2.0in
